weather_severity,rain_intensity,visibility,wind_severity,night_indicator,road_disruption,historical_incident_density,distance_to_emergency_service,nearby_service_density,tourist_area_indicator,area_activity_level,route_condition,time_of_day,risk_score
35.1,0.0,10.29,21.0,0.0,5.84,0.847,2.24,6.34,1.0,7.64,70.55,8.0,19.7
34.61,14.62,7.32,29.16,0.0,11.05,0.687,6.14,7.84,1.0,6.47,67.73,2.0,27.1
24.78,0.0,8.54,22.44,0.0,4.01,0.894,4.56,4.4,1.0,7.76,100.0,4.0,14.3
33.88,0.0,6.64,11.62,0.0,32.1,0.625,11.37,3.88,0.0,4.88,54.95,4.0,24.4
5.01,0.0,8.36,40.01,0.0,6.02,0.607,13.52,3.74,0.0,9.78,30.72,2.0,21.9
5.99,3.66,8.02,22.29,0.0,54.15,0.72,7.85,8.92,0.0,5.74,49.67,2.0,22.4
8.25,6.91,10.32,9.89,0.0,0.25,1.862,15.94,2.58,1.0,5.25,38.64,4.0,25.3
21.26,0.0,8.71,7.48,0.0,15.71,0.629,4.69,5.37,0.0,3.76,92.13,4.0,12.7
54.75,10.93,6.42,16.05,0.0,5.58,1.261,8.85,2.55,1.0,9.77,97.47,2.0,39.8
29.73,0.0,6.12,19.69,0.0,3.51,1.95,4.28,0.82,1.0,6.41,64.55,8.0,44.5
42.09,2.27,9.87,18.94,0.0,12.53,0.49,9.45,4.09,0.0,7.52,77.33,2.0,26.8
21.47,0.0,6.82,10.53,0.0,17.55,1.145,11.75,5.19,0.0,6.95,70.6,4.0,23.2
5.46,0.0,8.27,13.25,1.0,9.03,1.011,13.13,3.01,0.0,4.3,65.17,2.0,31.1
21.61,0.0,10.97,14.75,0.0,8.52,0.927,7.18,2.82,0.0,3.8,45.33,4.0,24.2
29.58,0.0,9.89,14.81,1.0,69.12,0.859,3.86,2.33,0.0,6.06,70.9,2.0,45.7
40.38,7.98,5.13,12.67,0.0,3.16,1.934,6.68,4.41,1.0,4.87,72.41,8.0,37.0
24.87,0.0,6.1,15.54,0.0,50.83,1.081,8.55,4.6,1.0,9.37,100.0,2.0,23.2
16.79,0.0,8.09,31.53,0.0,9.1,0.905,4.52,8.18,1.0,5.78,67.28,2.0,17.6
7.79,0.0,7.61,4.19,1.0,19.89,0.799,12.77,6.94,1.0,6.72,75.09,2.0,32.5
36.0,7.24,4.12,34.85,0.0,7.8,0.763,3.3,4.88,1.0,7.72,72.18,4.0,30.8
16.35,0.0,7.0,30.82,1.0,1.0,0.535,12.77,2.16,0.0,5.82,60.63,2.0,38.1
16.74,0.0,3.0,15.37,0.0,5.12,0.574,5.09,2.36,0.0,3.05,72.23,4.0,27.7
30.45,0.0,9.89,18.82,0.0,18.58,0.796,2.99,6.11,0.0,1.06,63.63,4.0,13.2
41.53,3.83,8.98,20.54,0.0,16.81,0.908,2.13,9.99,1.0,5.78,45.06,4.0,26.6
20.45,1.18,11.06,18.47,1.0,12.44,0.225,8.88,4.5,1.0,7.62,86.96,2.0,35.7
8.69,0.0,9.45,8.59,1.0,10.69,1.083,3.37,1.19,0.0,6.94,57.97,2.0,35.1
16.34,6.56,6.83,19.89,0.0,12.81,0.315,6.68,6.49,0.0,2.14,82.75,4.0,18.1
27.09,0.0,10.23,54.85,0.0,19.24,0.996,4.92,7.57,1.0,6.86,67.18,4.0,21.6
24.39,0.0,6.87,24.47,1.0,82.69,0.505,5.94,5.73,1.0,3.67,64.04,2.0,44.4
16.38,0.0,5.86,16.02,0.0,36.54,0.921,2.59,4.87,1.0,2.22,67.34,2.0,25.3
10.06,0.0,8.4,20.37,0.0,17.54,2.07,19.92,3.32,0.0,9.39,92.79,2.0,26.8
30.27,0.0,8.91,17.79,0.0,4.19,0.432,8.7,2.99,0.0,4.0,92.61,4.0,11.0
22.15,0.0,6.71,22.33,0.0,7.73,0.907,4.37,5.97,1.0,7.33,69.88,4.0,23.0
45.76,0.0,5.53,21.64,1.0,14.4,1.068,3.75,3.01,1.0,8.55,84.49,2.0,46.8
5.61,0.0,8.0,8.01,0.0,4.69,0.265,11.08,5.74,0.0,8.57,71.11,4.0,8.6
21.2,0.0,9.19,19.69,0.0,6.38,1.865,11.73,3.22,0.0,4.56,74.95,4.0,26.3
29.84,16.91,5.78,19.57,1.0,7.05,0.47,2.51,7.07,1.0,5.55,100.0,2.0,33.7
24.2,0.0,13.55,21.58,1.0,19.48,0.323,3.27,4.11,0.0,3.79,63.46,2.0,32.2
32.49,6.62,6.96,13.72,0.0,70.91,0.68,22.39,4.76,0.0,4.49,77.83,4.0,32.3
17.6,0.0,9.97,5.39,0.0,10.43,1.886,4.24,5.99,1.0,6.98,77.54,8.0,22.2
17.07,0.0,5.59,15.69,0.0,8.94,0.913,6.08,7.62,1.0,7.0,67.52,8.0,23.2
48.09,0.0,8.73,29.6,0.0,13.68,2.013,4.65,6.69,1.0,5.77,72.26,2.0,29.5
30.37,0.0,7.16,46.18,0.0,65.51,1.161,7.16,5.21,0.0,2.79,64.55,4.0,26.0
40.8,0.0,7.76,24.27,0.0,4.61,1.499,2.45,5.12,1.0,10.0,73.99,4.0,29.3
47.21,8.1,9.99,15.5,0.0,14.83,0.617,15.24,2.55,1.0,6.92,74.65,2.0,34.1
24.38,4.19,7.02,30.86,1.0,4.91,0.29,6.04,4.44,0.0,3.22,72.29,2.0,26.3
33.25,8.13,4.41,19.01,0.0,15.54,1.36,1.77,8.17,0.0,1.11,73.91,4.0,33.5
19.49,0.0,6.11,29.88,0.0,14.77,0.519,6.34,5.28,0.0,5.41,85.75,4.0,25.7
48.91,4.84,7.3,17.62,0.0,85.97,0.509,11.02,3.36,1.0,6.48,75.76,4.0,27.7
1.69,0.0,9.19,9.02,1.0,5.34,1.052,3.22,6.68,0.0,3.21,80.66,2.0,18.8
11.28,15.73,6.93,21.43,0.0,19.84,1.011,9.95,5.4,1.0,8.54,98.24,8.0,33.5
35.46,0.0,5.37,29.38,0.0,6.67,2.457,14.37,0.81,1.0,4.54,63.46,2.0,37.4
41.71,0.0,11.8,23.53,0.0,91.96,0.836,3.01,3.11,0.0,5.19,36.55,8.0,35.9
33.75,0.0,10.92,23.65,0.0,3.6,0.865,3.95,2.36,0.0,5.98,71.26,4.0,23.6
28.14,0.0,8.42,27.12,0.0,7.54,1.311,4.82,2.72,0.0,2.82,56.93,4.0,19.1
27.87,0.0,5.12,16.53,0.0,0.46,2.393,20.09,3.57,1.0,7.22,93.48,4.0,36.1
37.45,0.0,11.05,20.16,0.0,2.01,1.81,10.08,6.39,0.0,4.45,21.39,8.0,38.4
27.54,5.64,9.77,44.76,1.0,8.92,0.467,5.12,2.88,0.0,6.16,59.31,2.0,30.4
40.47,0.0,7.99,15.68,0.0,16.48,0.845,10.31,2.06,0.0,6.46,34.66,4.0,30.2
38.79,0.0,10.23,11.47,1.0,13.37,1.107,8.15,6.62,1.0,2.03,71.44,2.0,30.6
37.66,5.07,6.27,20.28,0.0,11.48,0.975,2.77,4.73,0.0,5.87,47.76,2.0,32.8
41.51,13.21,4.25,20.99,0.0,0.26,0.603,14.89,6.87,1.0,7.88,70.9,2.0,33.3
22.16,0.0,8.65,8.13,0.0,16.64,2.201,12.56,5.29,1.0,10.0,95.42,2.0,28.2
27.36,0.0,5.07,16.85,0.0,6.53,0.737,9.39,10.0,1.0,8.4,67.23,4.0,22.5
26.5,0.0,5.98,8.42,0.0,11.02,0.366,3.87,4.65,0.0,5.38,87.36,2.0,21.8
35.12,13.61,7.4,13.9,1.0,16.43,0.829,17.48,3.15,1.0,6.2,87.03,2.0,39.0
5.65,0.0,9.31,15.36,0.0,30.34,1.252,11.12,5.54,1.0,4.68,81.65,4.0,23.4
29.65,9.27,4.23,9.35,0.0,6.33,1.926,17.28,4.28,1.0,7.78,38.25,4.0,49.5
44.77,3.16,6.46,18.8,0.0,19.1,0.754,5.93,5.73,0.0,3.77,92.95,8.0,32.2
38.78,0.0,5.16,10.26,1.0,1.93,1.025,34.25,4.3,0.0,3.57,64.52,2.0,53.5
38.65,11.83,5.44,15.33,0.0,7.29,0.989,6.98,7.65,1.0,6.66,79.85,4.0,26.8
32.38,0.0,6.83,32.8,0.0,17.98,0.972,7.48,7.77,0.0,5.72,70.59,8.0,27.4
37.28,6.72,9.06,60.37,0.0,67.6,2.276,25.23,3.68,1.0,9.06,45.65,8.0,65.1
12.38,4.71,7.75,11.52,0.0,57.31,0.355,26.33,6.56,0.0,5.43,44.62,4.0,33.5
53.5,6.34,6.15,26.81,0.0,13.78,3.038,12.83,6.96,0.0,5.54,100.0,4.0,44.7
3.59,6.33,7.35,3.65,0.0,4.86,0.115,6.49,7.3,0.0,4.25,50.38,4.0,13.1
46.73,0.0,4.16,24.46,0.0,2.9,0.961,11.71,1.96,1.0,6.08,70.13,2.0,27.5
2.9,0.0,8.72,28.84,0.0,15.2,1.665,6.03,5.92,0.0,4.47,100.0,8.0,11.3
54.24,9.63,7.18,23.59,1.0,4.58,2.275,3.5,2.71,0.0,5.39,59.93,2.0,56.6
35.44,0.0,8.4,31.19,0.0,15.55,1.84,7.09,3.88,0.0,2.59,94.52,8.0,25.0
27.29,0.0,9.57,11.94,0.0,18.15,0.733,14.87,5.21,1.0,5.04,77.96,2.0,24.4
30.74,5.47,8.9,8.74,0.0,0.94,2.07,8.42,3.64,0.0,6.94,95.94,4.0,23.6
27.71,2.64,12.25,13.83,1.0,5.6,2.158,1.9,5.03,0.0,5.13,100.0,2.0,34.0
1.71,0.0,6.69,5.37,0.0,14.56,1.515,9.65,6.88,0.0,0.0,68.21,2.0,12.9
24.41,0.0,8.74,27.27,0.0,11.32,0.32,1.02,5.67,0.0,5.98,28.18,2.0,12.7
36.04,0.0,8.61,30.46,1.0,10.32,0.6,11.2,3.97,0.0,5.11,32.27,2.0,51.0
60.82,4.35,6.01,17.72,0.0,9.36,1.378,4.04,5.4,0.0,5.38,71.47,4.0,31.1
26.97,9.18,5.82,21.29,1.0,19.14,1.609,13.94,5.48,0.0,4.95,54.94,2.0,49.3
21.06,9.55,8.22,23.44,0.0,15.54,0.441,9.32,6.26,0.0,8.37,62.08,4.0,27.4
3.26,0.0,9.71,6.73,0.0,35.0,0.503,18.24,2.9,1.0,6.95,80.65,4.0,25.4
17.68,25.09,3.35,15.27,1.0,6.54,0.757,4.34,4.39,0.0,0.34,39.27,2.0,46.0
26.09,0.0,4.62,22.97,0.0,0.48,0.902,6.12,5.04,1.0,9.82,63.4,4.0,27.8
37.64,0.0,6.89,32.57,0.0,13.55,1.21,1.21,8.48,0.0,7.06,35.24,4.0,25.3
13.18,0.0,7.26,14.39,0.0,3.11,1.238,9.51,3.28,0.0,3.65,36.81,4.0,22.0
47.64,4.85,8.19,25.68,1.0,3.14,0.445,7.37,5.6,1.0,5.94,85.52,2.0,37.1
31.66,0.0,6.2,25.91,0.0,2.09,1.375,0.62,3.91,0.0,6.9,76.15,8.0,27.9
23.67,0.0,7.93,8.44,0.0,17.62,1.405,7.83,2.75,1.0,10.0,36.17,2.0,33.2
51.61,0.0,4.04,13.24,0.0,11.55,0.944,2.75,5.9,0.0,6.08,78.57,2.0,25.8
25.36,0.0,5.14,22.38,0.0,16.06,1.572,6.52,3.73,0.0,3.56,17.41,2.0,30.9
47.71,4.59,5.48,23.31,0.0,0.3,0.813,22.1,7.19,0.0,6.3,56.55,4.0,29.0
34.02,10.72,6.19,10.73,1.0,9.51,1.704,9.44,3.23,1.0,5.58,91.39,2.0,51.0
29.08,0.0,6.49,24.25,0.0,76.88,0.954,6.56,4.79,0.0,3.44,35.1,8.0,39.3
23.91,0.0,8.57,8.14,1.0,18.32,0.536,2.75,5.57,1.0,6.64,72.98,2.0,38.2
7.79,0.0,5.36,12.51,0.0,11.98,1.497,5.23,4.98,1.0,8.59,77.99,2.0,25.0
6.82,0.0,8.37,18.01,0.0,2.63,1.437,7.34,1.9,0.0,7.04,58.51,8.0,26.3
25.78,0.0,7.82,27.89,0.0,14.21,1.892,5.43,2.09,1.0,4.28,59.01,4.0,34.2
29.9,0.0,5.21,14.39,0.0,7.13,1.243,4.53,6.07,0.0,3.7,50.62,2.0,24.8
15.3,0.0,9.0,24.12,0.0,4.85,0.954,15.43,7.75,0.0,1.65,85.11,8.0,16.7
37.34,2.17,3.28,17.2,0.0,94.13,0.692,6.67,2.25,1.0,9.13,42.32,2.0,47.6
7.07,0.0,7.42,5.44,0.0,11.19,0.322,6.85,0.0,1.0,7.75,55.8,2.0,17.0
22.06,0.0,9.91,10.61,0.0,72.66,2.434,14.63,5.91,1.0,7.76,41.09,2.0,40.6
36.41,0.0,3.46,15.12,0.0,92.62,0.414,4.54,6.26,0.0,5.01,100.0,4.0,38.3
32.17,0.0,9.38,25.9,0.0,18.82,1.201,8.84,6.82,0.0,5.52,96.52,8.0,20.9
17.79,0.0,6.13,17.81,1.0,12.78,0.364,9.2,5.87,0.0,5.57,75.78,2.0,32.3
30.37,23.59,4.08,12.76,0.0,16.9,1.202,9.11,6.52,0.0,5.68,71.65,2.0,31.8
11.74,0.0,11.46,17.22,1.0,8.44,1.592,8.87,9.29,0.0,3.32,94.47,2.0,30.5
41.64,0.0,6.5,12.52,0.0,18.07,1.4,8.54,3.6,1.0,8.77,54.11,4.0,30.2
36.45,2.32,10.86,23.91,0.0,58.55,0.5,27.9,7.56,1.0,9.45,42.75,8.0,45.1
23.85,8.21,6.69,23.16,0.0,68.02,0.813,12.44,9.04,1.0,7.5,80.81,4.0,30.3
12.21,9.48,7.33,4.71,0.0,17.28,1.054,1.28,5.23,0.0,4.55,100.0,4.0,18.4
22.7,2.8,9.67,24.65,0.0,7.11,0.422,5.78,4.54,0.0,8.81,57.49,4.0,19.1
51.11,0.0,8.55,20.74,0.0,17.69,1.094,4.06,3.71,1.0,8.48,73.63,4.0,27.2
11.8,0.0,8.95,10.95,0.0,10.9,0.835,7.86,2.08,0.0,1.76,79.37,2.0,13.7
24.7,0.0,7.33,7.85,0.0,59.19,0.586,13.0,0.0,1.0,8.32,64.52,4.0,36.4
1.33,0.0,5.86,22.16,1.0,74.62,0.601,8.17,7.51,1.0,9.29,67.2,2.0,40.7
46.39,0.0,4.6,33.55,1.0,89.94,1.587,2.18,4.0,1.0,6.67,54.31,2.0,62.5
41.25,0.0,10.39,41.36,0.0,14.08,1.001,13.06,4.64,1.0,4.42,21.51,4.0,43.3
22.55,7.71,10.8,29.41,0.0,14.41,1.559,3.19,2.82,1.0,9.48,66.31,8.0,39.7
39.08,7.55,7.18,21.04,0.0,19.94,1.607,11.28,4.65,0.0,5.61,81.23,4.0,33.9
42.58,0.0,4.18,23.25,0.0,59.19,1.75,1.58,7.4,0.0,7.47,70.54,4.0,39.8
18.83,0.0,6.89,4.95,0.0,12.25,0.849,21.87,3.59,1.0,7.46,60.27,8.0,32.5
30.96,0.0,6.43,16.28,0.0,43.49,1.366,6.98,9.15,0.0,1.62,81.92,8.0,24.4
21.34,0.0,7.25,13.61,1.0,5.11,1.552,4.63,4.52,1.0,8.48,69.62,2.0,44.8
43.2,7.64,5.02,14.27,0.0,38.1,1.366,2.36,5.24,0.0,6.39,71.63,4.0,45.5
11.89,0.0,9.68,11.84,0.0,19.63,1.622,9.54,7.22,1.0,5.08,56.3,8.0,28.4
49.46,0.0,8.01,16.62,1.0,3.44,0.493,8.65,6.93,1.0,10.0,62.47,2.0,37.8
16.64,0.0,11.66,26.23,1.0,17.93,2.26,0.69,6.97,1.0,5.17,72.25,2.0,34.9
11.49,0.0,7.88,13.22,0.0,14.87,0.975,8.57,10.0,0.0,3.56,68.77,4.0,9.5
51.18,0.0,7.87,17.64,0.0,5.79,1.522,6.34,6.91,1.0,10.0,63.51,2.0,32.5
40.67,0.0,9.26,32.21,1.0,18.93,3.497,9.11,5.34,1.0,4.33,58.39,2.0,55.9
35.44,0.0,9.98,10.94,0.0,8.51,1.772,21.36,6.94,0.0,4.82,27.18,8.0,37.4
31.15,0.0,5.6,49.12,0.0,9.44,0.694,17.97,3.2,1.0,5.63,46.48,4.0,36.6
60.04,5.23,7.38,26.67,1.0,9.65,1.91,6.87,5.43,1.0,6.97,66.21,2.0,61.6
30.08,0.0,8.39,15.88,1.0,3.9,2.734,2.78,9.89,0.0,3.01,67.1,2.0,39.7
2.99,0.0,9.52,1.92,0.0,12.76,1.018,3.5,4.14,0.0,9.02,74.68,4.0,12.4
47.21,0.0,7.7,21.23,0.0,10.43,1.036,9.85,6.65,0.0,3.21,91.21,2.0,18.0
27.49,0.0,11.6,14.54,0.0,19.66,2.288,1.48,3.76,0.0,6.49,58.1,4.0,35.2
16.49,0.0,6.72,20.16,1.0,90.87,1.172,5.69,3.11,0.0,2.12,34.08,2.0,52.5
68.29,0.0,5.05,25.36,1.0,8.76,0.925,5.31,3.88,1.0,6.65,95.36,2.0,49.7
17.23,0.0,6.84,6.5,0.0,17.79,0.742,3.88,8.75,0.0,7.67,75.29,2.0,10.5
6.1,0.0,8.24,8.71,1.0,18.5,1.042,5.04,5.92,0.0,5.31,57.07,2.0,28.7
25.85,0.0,8.81,10.74,0.0,87.51,0.355,2.66,4.44,1.0,9.66,25.12,4.0,43.5
2.36,0.0,8.02,2.65,0.0,19.2,1.585,11.94,4.43,1.0,6.63,100.0,4.0,21.1
37.38,2.14,9.63,34.23,0.0,10.4,0.714,11.81,4.48,0.0,6.33,64.13,4.0,28.8
27.85,5.17,7.54,7.84,1.0,4.39,0.993,22.23,5.32,0.0,5.41,76.41,2.0,34.9
29.75,0.0,7.91,30.03,0.0,55.45,1.829,10.13,3.1,1.0,5.08,44.75,4.0,35.2
40.5,17.17,3.06,19.98,1.0,94.0,1.719,1.79,6.13,1.0,9.34,36.28,2.0,72.2
10.08,0.0,12.34,19.77,1.0,10.25,1.182,12.59,7.37,0.0,3.37,90.91,2.0,29.8
3.89,2.43,8.5,27.53,1.0,3.51,0.231,10.6,4.79,1.0,7.95,61.11,2.0,28.1
40.58,8.54,10.03,15.07,0.0,43.34,1.402,18.92,2.1,1.0,6.67,53.22,2.0,39.3
33.23,0.0,6.76,18.67,0.0,91.77,0.695,5.9,5.57,0.0,5.64,57.01,4.0,36.8
4.65,0.0,10.52,6.58,0.0,15.11,0.544,7.86,2.28,1.0,7.09,68.38,2.0,11.0
64.56,10.14,4.72,23.86,0.0,4.63,1.795,11.08,1.82,1.0,10.0,88.35,4.0,49.0
19.9,0.0,12.04,21.22,0.0,1.63,0.485,7.59,6.57,1.0,8.44,67.54,2.0,11.8
26.99,11.89,9.0,15.71,0.0,5.34,1.352,14.71,0.0,0.0,4.28,80.01,4.0,32.6
12.89,0.0,10.31,13.45,0.0,7.94,2.083,5.86,5.36,0.0,4.61,56.6,2.0,19.1
50.29,3.06,5.67,15.82,0.0,1.11,1.113,7.8,6.91,0.0,5.01,52.81,8.0,24.6
46.69,2.36,11.13,20.19,0.0,55.71,2.168,4.03,9.75,1.0,6.2,44.85,8.0,33.4
9.59,6.27,12.04,8.35,0.0,11.74,0.731,2.81,1.3,0.0,2.46,54.64,2.0,12.1
24.05,12.09,6.07,15.59,0.0,16.49,0.668,7.13,4.19,0.0,9.13,97.41,4.0,20.5
29.6,0.0,8.44,10.34,0.0,9.69,0.758,1.87,3.22,0.0,6.87,58.57,8.0,19.9
18.29,0.0,10.3,9.54,0.0,14.62,1.479,7.93,6.09,0.0,3.69,57.77,4.0,24.1
40.44,2.62,3.53,21.97,0.0,45.68,1.013,0.45,2.82,0.0,5.43,76.54,4.0,25.8
37.45,0.0,10.17,24.82,0.0,10.81,0.837,11.86,9.88,1.0,9.53,81.07,2.0,16.1
8.93,0.0,10.78,13.12,0.0,11.2,2.231,6.89,2.87,0.0,4.13,48.59,8.0,34.5
49.57,3.31,5.99,19.42,0.0,5.8,2.406,5.71,5.22,0.0,1.4,65.18,2.0,30.8
34.82,0.0,3.57,13.38,0.0,2.93,1.014,4.93,6.38,0.0,3.35,24.63,2.0,32.4
15.13,0.0,9.21,4.56,0.0,10.6,0.781,12.86,6.19,1.0,4.65,77.7,2.0,17.3
34.96,0.0,5.68,34.25,0.0,63.02,0.427,10.01,4.48,0.0,4.9,72.65,2.0,29.5
27.16,0.0,5.01,28.07,0.0,7.4,0.841,4.98,1.33,0.0,2.4,80.41,4.0,23.3
33.35,4.1,8.25,36.78,1.0,14.99,0.405,22.54,4.42,0.0,6.7,100.0,2.0,42.0
60.97,20.46,7.35,43.07,0.0,13.41,1.525,28.06,1.56,0.0,5.39,76.24,8.0,56.5
40.56,6.63,6.55,22.46,1.0,35.71,0.454,15.44,4.81,0.0,6.37,66.26,2.0,38.9
13.73,0.0,10.96,51.72,1.0,2.6,0.832,9.71,5.67,0.0,6.2,72.79,2.0,36.2
38.02,0.0,9.19,17.42,0.0,82.9,1.08,5.94,3.86,0.0,2.82,46.87,2.0,26.5
21.26,0.0,5.62,15.7,1.0,7.77,1.1,1.79,4.01,1.0,2.54,100.0,2.0,37.9
45.83,7.02,5.67,16.26,0.0,3.64,4.554,4.77,2.5,0.0,6.69,100.0,4.0,48.3
13.33,0.0,10.76,5.27,0.0,12.26,0.245,2.16,10.0,0.0,3.59,58.19,4.0,9.6
21.28,1.09,7.11,11.17,0.0,34.29,2.433,8.26,6.23,0.0,6.4,44.05,4.0,33.3
17.13,0.0,10.12,9.78,0.0,12.08,1.967,8.48,2.31,0.0,4.74,69.43,8.0,32.0
16.1,0.0,7.7,21.32,1.0,12.04,1.049,5.05,2.63,0.0,5.4,67.4,2.0,32.8
36.68,0.0,9.34,20.44,1.0,17.78,2.388,13.04,6.01,0.0,6.89,68.58,2.0,47.1
47.11,0.0,8.44,25.87,0.0,3.98,2.454,3.67,0.71,0.0,3.44,73.06,4.0,28.7
36.61,11.3,6.05,21.49,1.0,11.24,1.782,3.78,3.21,0.0,3.54,37.25,2.0,56.8
20.38,0.0,9.77,17.75,1.0,4.82,0.559,4.29,6.89,0.0,7.69,65.05,2.0,28.9
27.39,0.0,3.86,11.83,1.0,13.67,0.72,1.9,7.12,0.0,6.86,70.46,2.0,41.5
24.03,6.44,5.34,18.03,0.0,11.35,1.554,6.7,5.63,1.0,7.83,49.95,4.0,24.5
20.63,0.0,7.45,23.41,0.0,17.12,0.606,1.12,4.97,0.0,2.3,89.66,8.0,14.8
23.55,0.0,10.64,30.32,0.0,11.63,0.527,15.18,8.5,1.0,6.58,57.75,2.0,16.5
38.29,0.0,4.96,30.66,0.0,52.12,1.415,2.32,2.55,0.0,2.92,57.48,2.0,33.7
27.47,0.0,8.11,22.77,0.0,9.72,0.822,4.37,3.5,1.0,5.73,99.47,2.0,20.6
15.47,5.16,8.55,14.98,0.0,1.1,0.375,19.37,8.69,0.0,3.37,40.16,4.0,13.3
22.16,0.0,8.83,11.88,1.0,9.42,0.424,0.76,4.78,1.0,4.89,66.86,2.0,29.7
18.21,0.0,8.26,17.19,0.0,0.87,1.951,3.31,6.15,1.0,6.96,51.62,8.0,33.6
27.34,0.0,6.94,36.23,0.0,12.28,2.389,10.66,5.24,1.0,5.22,74.88,4.0,32.1
24.28,10.21,6.55,13.41,0.0,4.7,0.382,8.58,10.0,0.0,4.06,77.55,4.0,11.0
17.69,0.0,10.42,39.02,0.0,0.27,1.434,4.53,3.86,0.0,3.3,70.74,8.0,25.7
21.02,0.0,6.99,18.34,1.0,15.24,2.347,12.03,7.15,0.0,7.62,51.09,2.0,43.0
6.79,0.0,4.48,27.07,0.0,80.33,0.961,6.43,1.12,0.0,5.47,41.45,4.0,39.5
26.4,0.0,9.14,12.01,0.0,13.02,0.297,1.83,5.63,0.0,6.0,57.63,4.0,10.3
26.54,0.0,11.2,11.41,1.0,13.74,0.936,18.71,7.56,0.0,4.73,49.98,2.0,42.1
57.89,0.0,5.16,16.68,1.0,9.99,1.571,1.79,6.97,1.0,6.93,76.78,2.0,53.6
32.19,0.0,10.76,37.2,1.0,0.02,0.867,8.54,6.18,0.0,5.47,59.84,2.0,38.1
24.92,0.0,9.29,19.27,1.0,16.0,3.36,3.36,6.78,1.0,10.0,70.23,2.0,53.3
3.82,0.0,6.57,19.02,0.0,7.47,0.858,6.04,3.57,0.0,7.21,58.97,8.0,23.2
9.47,0.0,7.31,12.75,1.0,5.08,1.888,6.54,6.81,1.0,7.21,91.47,2.0,30.4
45.41,0.0,6.14,22.56,0.0,14.86,1.134,2.11,9.39,0.0,3.12,85.31,8.0,19.5
22.22,0.0,8.67,7.35,0.0,15.79,2.149,15.7,3.61,0.0,6.36,66.17,4.0,28.5
22.77,0.0,7.95,18.93,0.0,16.25,0.479,15.1,8.66,0.0,4.05,76.05,4.0,16.2
40.45,7.92,9.05,29.83,1.0,15.38,0.602,8.09,5.31,0.0,4.12,85.28,2.0,36.4
33.26,7.77,8.77,8.91,0.0,3.71,0.41,8.62,5.94,1.0,6.63,69.33,4.0,11.7
20.58,0.0,5.29,11.56,1.0,15.54,0.186,11.71,0.0,1.0,7.29,54.49,2.0,43.9
21.32,0.0,5.52,9.56,0.0,4.88,1.053,3.38,2.35,0.0,6.94,81.08,4.0,17.4
24.78,0.0,9.49,21.85,0.0,88.35,0.472,11.14,4.92,1.0,5.02,54.34,4.0,37.1
16.35,0.0,7.48,19.05,0.0,5.19,0.401,8.41,7.58,0.0,6.09,39.81,4.0,12.3
19.22,0.0,8.07,22.78,0.0,4.37,1.074,3.54,3.83,1.0,6.39,61.6,4.0,24.6
13.11,0.0,9.7,13.81,0.0,11.57,1.83,30.75,3.41,0.0,10.0,89.55,8.0,30.8
28.34,0.0,9.87,8.01,0.0,12.35,1.726,0.59,3.94,1.0,6.73,70.7,8.0,22.8
29.41,0.0,5.65,19.91,0.0,14.95,0.426,5.09,9.57,1.0,9.15,36.2,4.0,27.8
3.79,0.0,4.44,2.88,0.0,3.96,0.738,3.72,7.27,1.0,10.0,57.4,2.0,24.5
60.73,10.96,5.64,29.91,0.0,84.15,0.771,4.39,4.5,0.0,2.99,49.66,8.0,50.8
25.1,0.0,6.54,8.3,0.0,11.92,1.026,13.99,5.04,0.0,4.97,49.19,4.0,21.4
28.83,0.0,8.27,10.48,1.0,7.33,2.051,11.92,0.21,0.0,6.01,43.71,2.0,44.0
11.27,0.0,8.48,26.19,0.0,4.43,0.461,6.9,2.8,0.0,3.22,32.92,8.0,18.8
50.26,5.51,4.88,21.22,1.0,1.56,1.49,7.25,2.82,0.0,4.19,67.16,2.0,45.3
31.64,0.0,12.22,16.85,0.0,5.56,1.944,7.64,4.47,1.0,6.43,75.57,2.0,18.2
36.08,0.0,7.95,12.18,0.0,10.44,1.362,8.31,7.77,0.0,6.59,27.95,8.0,36.7
20.69,3.37,6.83,26.64,1.0,3.37,1.779,1.2,4.31,0.0,8.26,100.0,2.0,33.8
43.53,0.0,7.9,24.07,0.0,17.52,1.237,11.57,2.47,0.0,4.63,48.02,8.0,24.9
18.14,0.0,9.52,16.9,0.0,14.14,1.133,17.21,4.13,0.0,3.09,74.06,4.0,16.3
73.99,0.0,5.52,21.1,0.0,2.04,1.257,3.29,4.32,0.0,9.35,78.44,8.0,31.8
6.73,0.0,13.44,12.16,0.0,4.05,0.193,14.62,4.6,0.0,6.14,43.67,8.0,6.9
17.82,8.73,4.37,58.57,0.0,1.03,0.583,2.17,4.8,0.0,6.59,65.13,2.0,29.4
6.4,14.43,4.17,6.29,0.0,59.99,2.599,14.61,6.08,1.0,3.65,78.32,2.0,44.7
38.49,0.0,4.65,32.46,1.0,4.63,1.624,5.0,2.77,0.0,1.78,48.84,2.0,48.9
29.56,0.0,8.12,7.81,1.0,19.35,0.716,8.59,8.17,0.0,4.27,90.74,2.0,24.0
26.48,0.0,9.15,24.21,0.0,19.53,2.043,1.6,3.12,0.0,6.17,18.94,4.0,35.6
37.98,13.69,5.56,23.2,0.0,4.88,1.321,3.28,5.88,1.0,7.06,68.77,2.0,30.5
